GeneID,id
23426,2018
5905,2019
5901,2020
7329,2021
3842,2022
8028,2023
64132,2024
633,2025
63827,2026
54716,2027
1634,2028
10675,2029
9917,2030
368,2031
64131,2032
11285,2033
1463,2034
2137,2035
126792,2036
2135,2037
6344,2038
5732,2039
2691,2040
117,2041
1812,2042
9287,2043
3363,2044
153,2045
2692,2046
319100,2047
10203,2048
7252,2049
113091,2050
5741,2051
5744,2052
11250,2053
4160,2054
1395,2055
2492,2056
136,2057
2740,2058
6013,2059
2642,2060
4157,2061
151306,2062
122042,2063
3973,2064
53831,2065
59350,2066
1392,2067
3375,2068
83551,2069
10888,2070
116,2071
5745,2072
10266,2073
796,2074
2848,2075
133,2076
2863,2077
134860,2078
1816,2079
7433,2080
799,2081
5739,2082
1081,2083
2641,2084
2850,2085
5729,2086
3360,2087
7432,2088
3362,2089
122876,2090
79924,2091
10268,2092
5032,2093
2843,2094
2778,2095
4158,2096
387129,2097
1394,2098
170589,2099
594857,2100
4159,2101
2488,2102
5734,2103
5746,2104
3274,2105
6343,2106
7434,2107
10267,2108
155,2109
11245,2110
2696,2111
4161,2112
797,2113
7253,2114
134864,2115
3972,2116
285601,2117
2838,2118
2854,2119
2695,2120
3640,2121
9038,2122
9340,2123
998,2124
389,2125
841,2126
29984,2127
58480,2128
2874,2129
9886,2130
55288,2131
54509,2132
23221,2133
391,2134
22800,2135
6237,2136
399,2137
55589,2138
89941,2139
171177,2140
57381,2141
388,2142
22808,2143
5662,2144
23761,2145
22841,2146
26056,2147
80223,2148
57586,2149
9378,2150
84958,2151
6616,2152
6252,2153
11136,2154
326,2155
340024,2156
6512,2157
6210,2158
6520,2159
6519,2160
9821,2161
58528,2162
153129,2163
64223,2164
64422,2165
8649,2166
57521,2167
55004,2168
55054,2169
23130,2170
11345,2171
65018,2172
60673,2173
10542,2174
28956,2175
84557,2176
23710,2177
89849,2178
10325,2179
55102,2180
30849,2181
9706,2182
84335,2183
8878,2184
9776,2185
6009,2186
10533,2187
8678,2188
9474,2189
64121,2190
11337,2191
7249,2192
55062,2193
140775,2194
83734,2195
389541,2196
79065,2197
9140,2198
55626,2199
7405,2200
22863,2201
8408,2202
10670,2203
2185,2204
5289,2205
26100,2206
11215,2207
9465,2208
79191,2209
10788,2210
153572,2211
50805,2212
9091,2213
51227,2214
5279,2215
84720,2216
10423,2217
9526,2218
84992,2219
23556,2220
54872,2221
100996939,2222
55650,2223
93183,2224
284098,2225
8813,2226
10026,2227
4124,2228
8869,2229
8818,2230
5277,2231
9488,2232
2821,2233
9487,2234
5283,2235
1015,2236
1007,2237
1501,2238
1004,2239
1495,2240
64403,2241
1003,2242
1500,2243
1013,2244
1009,2245
1006,2246
1010,2247
999,2248
1001,2249
1012,2250
2697,2251
1016,2252
1005,2253
1832,2254
1008,2255
1002,2256
26229,2257
51306,2258
54480,2259
55454,2260
22856,2261
55790,2262
337876,2263
51249,2264
149483,2265
60313,2266
79735,2267
8887,2268
2566,2269
10871,2270
23001,2271
7879,2272
25978,2273
10133,2274
57705,2275
10241,2276
139341,2277
23786,2278
92421,2279
440738,2280
23411,2281
79643,2282
29082,2283
64786,2284
58476,2285
84971,2286
79876,2287
128866,2288
665,2289
338382,2290
23192,2291
4077,2292
84938,2293
27243,2294
115201,2295
4943,2296
81631,2297
91782,2298
664,2299
4653,2300
134430,2301
1545,2302
136371,2303
84908,2304
6296,2305
5009,2306
92609,2307
1431,2308
10469,2309
10245,2310
23203,2311
2395,2312
162417,2313
3329,2314
445,2315
10531,2316
10452,2317
2158,2318
4843,2319
80273,2320
435,2321
10440,2322
291,2323
197257,2324
384,2325
4842,2326
95,2327
23541,2328
150274,2329
5832,2330
3313,2331
27235,2332
131118,2333
134266,2334
1373,2335
3421,2336
100287932,2337
29928,2338
7372,2339
2632,2340
790,2341
29090,2342
51025,2343
4942,2344
50,2345
55761,2346
375307,2347
3224,2348
3202,2349
3203,2350
3216,2351
3221,2352
3222,2353
3217,2354
202018,2355
3215,2356
3233,2357
4091,2358
3223,2359
3214,2360
57594,2361
3204,2362
84245,2363
55256,2364
51133,2365
84172,2366
6723,2367
4175,2368
55631,2369
4507,2370
84515,2371
157777,2372
8697,2373
51074,2374
58478,2375
353,2376
259282,2377
2186,2378
9739,2379
30827,2380
6894,2381
27336,2382
25885,2383
80014,2384
142940,2385
83480,2386
24140,2387
152992,2388
4234,2389
9939,2390
55621,2391
57570,2392
27340,2393
1915,2394
54888,2395
65078,2396
290,2397
55504,2398
396,2399
57142,2400
79932,2401
84894,2402
4974,2403
4804,2404
4099,2405
55717,2406
9134,2407
7411,2408
983,2409
11059,2410
959,2411
64344,2412
4947,2413
100652824,2414
134510,2415
4049,2416
9232,2417
83737,2418
246184,2419
4792,2420
8881,2421
51343,2422
990,2423
2034,2424
4793,2425
4855,2426
2737,2427
7133,2428
7187,2429
864,2430
25906,2431
991,2432
7428,2433
890,2434
50846,2435
51512,2436
51371,2437
8650,2438
51529,2439
10673,2440
8900,2441
6637,2442
5966,2443
27258,2444
898,2445
6502,2446
1027,2447
112399,2448
1933,2449
399473,2450
10537,2451
23666,2452
4794,2453
701,2454
26271,2455
29882,2456
4050,2457
51330,2458
80351,2459
1163,2460
6185,2461
81847,2462
51053,2463
4998,2464
64682,2465
8740,2466
4055,2467
119504,2468
161742,2469
4953,2470
9255,2471
9020,2472
9212,2473
330,2474
4791,2475
54583,2476
84954,2477
51377,2478
79184,2479
3549,2480
5728,2481
339745,2482
51433,2483
1026,2484
5597,2485
7161,2486
123688,2487
1968,2488
8658,2489
8454,2490
4085,2491
2736,2492
1017,2493
10393,2494
51684,2495
56984,2496
56061,2497
9184,2498
29945,2499
11065,2500
23053,2501
51434,2502
993,2503
329,2504
595,2505
8742,2506
4763,2507
7324,2508
4946,2509
8668,2510
8405,2511
84962,2512
10054,2513
5971,2514
8792,2515
54859,2516
1138,2517
996,2518
4738,2519
8600,2520
126374,2521
